Entity,Code,Year,"Number of daily smokers - both (IHME, GHDx (2012))"
El Salvador,SLV,1982,292081
El Salvador,SLV,1983,294545
El Salvador,SLV,1984,297651
El Salvador,SLV,1985,301323
El Salvador,SLV,1986,305639
El Salvador,SLV,1987,310634
El Salvador,SLV,1988,316325
El Salvador,SLV,1989,322113
El Salvador,SLV,1990,328548
El Salvador,SLV,1991,335878
El Salvador,SLV,1992,343830
El Salvador,SLV,1993,351992
El Salvador,SLV,1994,358984
El Salvador,SLV,1995,365129
El Salvador,SLV,1996,370418
El Salvador,SLV,1997,371467
El Salvador,SLV,1998,372346
El Salvador,SLV,1999,372829
El Salvador,SLV,2000,373093
El Salvador,SLV,2001,373025
El Salvador,SLV,2002,372312
El Salvador,SLV,2003,367952
El Salvador,SLV,2004,366995
El Salvador,SLV,2005,366864
El Salvador,SLV,2006,367639
El Salvador,SLV,2007,369778
El Salvador,SLV,2008,373409
El Salvador,SLV,2009,378491
El Salvador,SLV,2010,385591
El Salvador,SLV,2011,393445
El Salvador,SLV,2012,401864
Equatorial Guinea,GNQ,1980,9848
Equatorial Guinea,GNQ,1981,11286
Equatorial Guinea,GNQ,1982,13375
Equatorial Guinea,GNQ,1983,15831
Equatorial Guinea,GNQ,1984,18236
Equatorial Guinea,GNQ,1985,20274
Equatorial Guinea,GNQ,1986,21855
Equatorial Guinea,GNQ,1987,23021
Equatorial Guinea,GNQ,1988,23878
Equatorial Guinea,GNQ,1989,24642
Equatorial Guinea,GNQ,1990,25448
Equatorial Guinea,GNQ,1991,26317
Equatorial Guinea,GNQ,1992,27136
Equatorial Guinea,GNQ,1993,27918
Equatorial Guinea,GNQ,1994,28679
Equatorial Guinea,GNQ,1995,29343
Equatorial Guinea,GNQ,1996,29805
Equatorial Guinea,GNQ,1997,29882
Equatorial Guinea,GNQ,1998,30089
Equatorial Guinea,GNQ,1999,30361
Equatorial Guinea,GNQ,2000,30776
Equatorial Guinea,GNQ,2001,31174
Equatorial Guinea,GNQ,2002,31724
Equatorial Guinea,GNQ,2003,32415
Equatorial Guinea,GNQ,2004,33119
Equatorial Guinea,GNQ,2005,33933
Equatorial Guinea,GNQ,2006,34856
Equatorial Guinea,GNQ,2007,35825
Equatorial Guinea,GNQ,2008,36856
Equatorial Guinea,GNQ,2009,37952
Equatorial Guinea,GNQ,2010,39111
Equatorial Guinea,GNQ,2011,40295
Equatorial Guinea,GNQ,2012,41515
Eritrea,ERI,1980,92519
Eritrea,ERI,1981,95578
Eritrea,ERI,1982,98733
Eritrea,ERI,1983,102065
Eritrea,ERI,1984,105603
Eritrea,ERI,1985,109288
Eritrea,ERI,1986,113226
Eritrea,ERI,1987,117313
Eritrea,ERI,1988,121078
Eritrea,ERI,1989,123773
Eritrea,ERI,1990,125049
Eritrea,ERI,1991,124675
Eritrea,ERI,1992,122988
Eritrea,ERI,1993,120807
Eritrea,ERI,1994,119319
Eritrea,ERI,1995,119299
Eritrea,ERI,1996,120945
Eritrea,ERI,1997,122803
Eritrea,ERI,1998,126248
Eritrea,ERI,1999,130970
Eritrea,ERI,2000,136622
Eritrea,ERI,2001,143233
Eritrea,ERI,2002,150597
Eritrea,ERI,2003,158295
Eritrea,ERI,2004,165861
Eritrea,ERI,2005,171329
Eritrea,ERI,2006,175728
Eritrea,ERI,2007,179613
Eritrea,ERI,2008,183049
Eritrea,ERI,2009,186777
Eritrea,ERI,2010,191203
Eritrea,ERI,2011,198569
Eritrea,ERI,2012,207060
Estonia,EST,1980,305411
Estonia,EST,1981,308048
Estonia,EST,1982,310890
Estonia,EST,1983,314333
Estonia,EST,1984,318448
Estonia,EST,1985,323153
Estonia,EST,1986,328434
Estonia,EST,1987,334242
Estonia,EST,1988,340913
Estonia,EST,1989,348144
Estonia,EST,1990,354553
Estonia,EST,1991,359154
Estonia,EST,1992,356971
Estonia,EST,1993,350691
Estonia,EST,1994,345614
Estonia,EST,1995,338234
Estonia,EST,1996,331312
Estonia,EST,1997,324458
Estonia,EST,1998,320596
Estonia,EST,1999,319454
Estonia,EST,2000,320459
Estonia,EST,2001,322446
Estonia,EST,2002,324675
Estonia,EST,2003,327585
Estonia,EST,2004,328626
Estonia,EST,2005,328030
Estonia,EST,2006,324732
Estonia,EST,2007,321615
Estonia,EST,2008,317095
Estonia,EST,2009,310612
Estonia,EST,2010,303949
Estonia,EST,2011,300708
Estonia,EST,2012,298419
Ethiopia,ETH,1980,863292
Ethiopia,ETH,1981,880834
Ethiopia,ETH,1982,899821
Ethiopia,ETH,1983,920246
Ethiopia,ETH,1984,941914
Ethiopia,ETH,1985,965333
Ethiopia,ETH,1986,990549
Ethiopia,ETH,1987,1016954
Ethiopia,ETH,1988,1044929
Ethiopia,ETH,1989,1073526
Ethiopia,ETH,1990,1102433
Ethiopia,ETH,1991,1132321
Ethiopia,ETH,1992,1162668
Ethiopia,ETH,1993,1191806
Ethiopia,ETH,1994,1218131
Ethiopia,ETH,1995,1242287
Ethiopia,ETH,1996,1264145
Ethiopia,ETH,1997,1290411
Ethiopia,ETH,1998,1312124
Ethiopia,ETH,1999,1333451
Ethiopia,ETH,2000,1357459
Ethiopia,ETH,2001,1386406
Ethiopia,ETH,2002,1422307
Ethiopia,ETH,2003,1467191
Ethiopia,ETH,2004,1541096
Ethiopia,ETH,2005,1616591
Ethiopia,ETH,2006,1659640
Ethiopia,ETH,2007,1695040
Ethiopia,ETH,2008,1726141
Ethiopia,ETH,2009,1755914
Ethiopia,ETH,2010,1789375
Ethiopia,ETH,2011,1833682
Ethiopia,ETH,2012,1901237
Fiji,FJI,1980,62707
Fiji,FJI,1981,63829
Fiji,FJI,1982,65581
Fiji,FJI,1983,67805
Fiji,FJI,1984,69474
Fiji,FJI,1985,70916
Fiji,FJI,1986,71852
Fiji,FJI,1987,72735
Fiji,FJI,1988,73345
Fiji,FJI,1989,73466
Fiji,FJI,1990,73442
Fiji,FJI,1991,74026
Fiji,FJI,1992,74559
Fiji,FJI,1993,75176
Fiji,FJI,1994,75642
Fiji,FJI,1995,75826
Fiji,FJI,1996,75768
Fiji,FJI,1997,75778
Fiji,FJI,1998,75919
Fiji,FJI,1999,76131
Fiji,FJI,2000,76787
Fiji,FJI,2001,77882
Fiji,FJI,2002,79278
Fiji,FJI,2003,80647
Fiji,FJI,2004,81953
Fiji,FJI,2005,83018
Fiji,FJI,2006,83992
Fiji,FJI,2007,84811
Fiji,FJI,2008,85479
Fiji,FJI,2009,86212
Fiji,FJI,2010,87084
Fiji,FJI,2011,87879
Fiji,FJI,2012,88718
Finland,FIN,1980,935827
Finland,FIN,1981,929914
Finland,FIN,1982,924778
Finland,FIN,1983,923461
Finland,FIN,1984,926525
Finland,FIN,1985,934348
Finland,FIN,1986,948889
Finland,FIN,1987,965217
Finland,FIN,1988,976086
Finland,FIN,1989,978691
Finland,FIN,1990,975130
Finland,FIN,1991,967795
Finland,FIN,1992,952643
Finland,FIN,1993,931947
Finland,FIN,1994,912199
Finland,FIN,1995,900414
Finland,FIN,1996,897041
Finland,FIN,1997,900231
Finland,FIN,1998,906491
Finland,FIN,1999,910759
Finland,FIN,2000,910837
Finland,FIN,2001,911907
Finland,FIN,2002,909968
Finland,FIN,2003,898072
Finland,FIN,2004,880838
Finland,FIN,2005,858963
Finland,FIN,2006,831640
Finland,FIN,2007,801208
Finland,FIN,2008,774465
Finland,FIN,2009,754705
Finland,FIN,2010,743060
Finland,FIN,2011,738939
Finland,FIN,2012,743091
France,FRA,1980,11905373
France,FRA,1981,12254646
France,FRA,1982,12681051
France,FRA,1983,13153724
France,FRA,1984,13627385
France,FRA,1985,14069200
France,FRA,1986,14467770
France,FRA,1987,14812833
France,FRA,1988,15066829
France,FRA,1989,15246562
France,FRA,1990,15243509
France,FRA,1991,15149816
France,FRA,1992,14988760
France,FRA,1993,14808915
France,FRA,1994,14654627
France,FRA,1995,14542739
France,FRA,1996,14568815
France,FRA,1997,14650858
France,FRA,1998,14722434
France,FRA,1999,14784974
France,FRA,2000,14791441
France,FRA,2001,14722551
France,FRA,2002,14570994
France,FRA,2003,14192904
France,FRA,2004,13810212
France,FRA,2005,13602899
France,FRA,2006,13544701
France,FRA,2007,13558189
France,FRA,2008,13633447
France,FRA,2009,13772814
France,FRA,2010,13888210
France,FRA,2011,14010443
France,FRA,2012,14133156
Gabon,GAB,1980,40263
Gabon,GAB,1981,40940
Gabon,GAB,1982,41718
Gabon,GAB,1983,42556
Gabon,GAB,1984,43446
Gabon,GAB,1985,44426
Gabon,GAB,1986,45524
Gabon,GAB,1987,46867
Gabon,GAB,1988,48174
Gabon,GAB,1989,49426
Gabon,GAB,1990,50698
Gabon,GAB,1991,51985
Gabon,GAB,1992,53409
Gabon,GAB,1993,54888
Gabon,GAB,1994,56454
Gabon,GAB,1995,58108
Gabon,GAB,1996,59871
Gabon,GAB,1997,61757
Gabon,GAB,1998,63811
Gabon,GAB,1999,66192
Gabon,GAB,2000,68707
Gabon,GAB,2001,71360
Gabon,GAB,2002,74194
Gabon,GAB,2003,77206
Gabon,GAB,2004,80489
Gabon,GAB,2005,83928
Gabon,GAB,2006,87644
Gabon,GAB,2007,91407
Gabon,GAB,2008,95233
Gabon,GAB,2009,99201
Gabon,GAB,2010,102975
Gabon,GAB,2011,106547
Gabon,GAB,2012,109938
Gambia,GMB,1980,52685
Gambia,GMB,1981,53794
Gambia,GMB,1982,54919
Gambia,GMB,1983,56251
Gambia,GMB,1984,58065
Gambia,GMB,1985,60392
Gambia,GMB,1986,63266
Gambia,GMB,1987,66591
Gambia,GMB,1988,70042
Gambia,GMB,1989,73168
Gambia,GMB,1990,75621
Gambia,GMB,1991,77309
Gambia,GMB,1992,78411
Gambia,GMB,1993,79140
Gambia,GMB,1994,79799
Gambia,GMB,1995,80717
Gambia,GMB,1996,81799
Gambia,GMB,1997,82862
Gambia,GMB,1998,84164
Gambia,GMB,1999,85636
Gambia,GMB,2000,87245
Gambia,GMB,2001,89000
Gambia,GMB,2002,91020
Gambia,GMB,2003,93161
Gambia,GMB,2004,95361
Gambia,GMB,2005,97705
Gambia,GMB,2006,100181
Gambia,GMB,2007,102771
Gambia,GMB,2008,105402
Gambia,GMB,2009,108095
Gambia,GMB,2010,110941
Gambia,GMB,2011,114067
Gambia,GMB,2012,117453
Georgia,GEO,1980,925424
Georgia,GEO,1981,929790
Georgia,GEO,1982,932388
Georgia,GEO,1983,933678
Georgia,GEO,1984,934273
Georgia,GEO,1985,934623
Georgia,GEO,1986,935820
Georgia,GEO,1987,937580
Georgia,GEO,1988,938361
Georgia,GEO,1989,936225
Georgia,GEO,1990,929738
Georgia,GEO,1991,918690
Georgia,GEO,1992,904356
Georgia,GEO,1993,888547
Georgia,GEO,1994,874245
Georgia,GEO,1995,863561
Georgia,GEO,1996,856535
Georgia,GEO,1997,852601
Georgia,GEO,1998,850485
Georgia,GEO,1999,848029
Georgia,GEO,2000,842223
Georgia,GEO,2001,835385
Georgia,GEO,2002,828200
Georgia,GEO,2003,821534
Georgia,GEO,2004,817940
Georgia,GEO,2005,815672
Georgia,GEO,2006,814078
Georgia,GEO,2007,813810
Georgia,GEO,2008,814425
Georgia,GEO,2009,816909
Georgia,GEO,2010,819116
Georgia,GEO,2011,817853
Georgia,GEO,2012,815755
Germany,DEU,1980,19743623
Germany,DEU,1981,19890335
Germany,DEU,1982,20050301
Germany,DEU,1983,20174504
Germany,DEU,1984,20236688
Germany,DEU,1985,20268349
Germany,DEU,1986,20300939
Germany,DEU,1987,20281856
Germany,DEU,1988,20109879
Germany,DEU,1989,19901079
Germany,DEU,1990,19498500
Germany,DEU,1991,19076382
Germany,DEU,1992,18655820
Germany,DEU,1993,18334979
Germany,DEU,1994,17921336
Germany,DEU,1995,17535172
Germany,DEU,1996,17697001
Germany,DEU,1997,17981382
Germany,DEU,1998,18092292
Germany,DEU,1999,18048379
Germany,DEU,2000,17762305
Germany,DEU,2001,17374677
Germany,DEU,2002,16989931
Germany,DEU,2003,16618063
Germany,DEU,2004,16592229
Germany,DEU,2005,16664869
Germany,DEU,2006,16614445
Germany,DEU,2007,16489354
Germany,DEU,2008,16330138
Germany,DEU,2009,16219781
Germany,DEU,2010,16082376
Germany,DEU,2011,15959462
Germany,DEU,2012,15844341
Ghana,GHA,1980,290874
Ghana,GHA,1981,299179
Ghana,GHA,1982,309271
Ghana,GHA,1983,320513
Ghana,GHA,1984,332128
Ghana,GHA,1985,343639
Ghana,GHA,1986,354956
Ghana,GHA,1987,366006
Ghana,GHA,1988,376725
Ghana,GHA,1989,387549
Ghana,GHA,1990,398791
Ghana,GHA,1991,410350
Ghana,GHA,1992,422257
Ghana,GHA,1993,434689
Ghana,GHA,1994,447500
Ghana,GHA,1995,460703
Ghana,GHA,1996,474068
Ghana,GHA,1997,480343
Ghana,GHA,1998,487533
Ghana,GHA,1999,495390
Ghana,GHA,2000,503576
Ghana,GHA,2001,510823
Ghana,GHA,2002,517536
Ghana,GHA,2003,523528
Ghana,GHA,2004,522565
Ghana,GHA,2005,521837
Ghana,GHA,2006,522515
Ghana,GHA,2007,524840
Ghana,GHA,2008,533506
Ghana,GHA,2009,546913
Ghana,GHA,2010,563602
Ghana,GHA,2011,582741
Ghana,GHA,2012,603954
Greece,GRC,1980,2770539
Greece,GRC,1981,2787353
Greece,GRC,1982,2822454
Greece,GRC,1983,2873910
Greece,GRC,1984,2927339
Greece,GRC,1985,2995424
Greece,GRC,1986,3071626
Greece,GRC,1987,3164939
Greece,GRC,1988,3233283
Greece,GRC,1989,3282860
Greece,GRC,1990,3332887
Greece,GRC,1991,3368896
Greece,GRC,1992,3401324
Greece,GRC,1993,3448001
Greece,GRC,1994,3488026
Greece,GRC,1995,3509840
Greece,GRC,1996,3524635
Greece,GRC,1997,3532833
Greece,GRC,1998,3554714
Greece,GRC,1999,3592498
Greece,GRC,2000,3625380
Greece,GRC,2001,3662629
Greece,GRC,2002,3707718
Greece,GRC,2003,3722198
Greece,GRC,2004,3730818
Greece,GRC,2005,3755221
Greece,GRC,2006,3741235
Greece,GRC,2007,3709871
Greece,GRC,2008,3665742
Greece,GRC,2009,3617641
Greece,GRC,2010,3538581
Greece,GRC,2011,3460576
Greece,GRC,2012,3374784
Grenada,GRD,1980,4282
Grenada,GRD,1981,4434
Grenada,GRD,1982,4639
Grenada,GRD,1983,4864
Grenada,GRD,1984,5065
Grenada,GRD,1985,5216
Grenada,GRD,1986,5302
Grenada,GRD,1987,5341
Grenada,GRD,1988,5354
Grenada,GRD,1989,5376
Grenada,GRD,1990,5426
Grenada,GRD,1991,5512
Grenada,GRD,1992,5623
Grenada,GRD,1993,5748
Grenada,GRD,1994,5875
Grenada,GRD,1995,5990
Grenada,GRD,1996,6090
Grenada,GRD,1997,6020
Grenada,GRD,1998,5985
Grenada,GRD,1999,5989
Grenada,GRD,2000,6028
Grenada,GRD,2001,6093
Grenada,GRD,2002,6182
Grenada,GRD,2003,6293
Grenada,GRD,2004,6404
Grenada,GRD,2005,6521
Grenada,GRD,2006,6633
Grenada,GRD,2007,6749
Grenada,GRD,2008,6863
Grenada,GRD,2009,6968
Grenada,GRD,2010,7070
Grenada,GRD,2011,7162
Grenada,GRD,2012,7245
Guatemala,GTM,1980,318396
Guatemala,GTM,1981,325500
Guatemala,GTM,1982,333087
Guatemala,GTM,1983,341097
Guatemala,GTM,1984,349544
Guatemala,GTM,1985,358562
Guatemala,GTM,1986,368453
Guatemala,GTM,1987,378895
Guatemala,GTM,1988,389727
Guatemala,GTM,1989,400187
Guatemala,GTM,1990,411008
Guatemala,GTM,1991,422417
Guatemala,GTM,1992,434323
Guatemala,GTM,1993,446590
Guatemala,GTM,1994,458261
Guatemala,GTM,1995,470320
Guatemala,GTM,1996,483187
Guatemala,GTM,1997,489054
Guatemala,GTM,1998,495724
Guatemala,GTM,1999,501535
Guatemala,GTM,2000,506277
Guatemala,GTM,2001,509148
Guatemala,GTM,2002,509286
Guatemala,GTM,2003,484880
Guatemala,GTM,2004,482488
Guatemala,GTM,2005,482884
Guatemala,GTM,2006,485625
Guatemala,GTM,2007,490791
Guatemala,GTM,2008,498523
Guatemala,GTM,2009,511385
Guatemala,GTM,2010,526434
Guatemala,GTM,2011,543624
Guatemala,GTM,2012,562527
Guinea,GIN,1980,177720
Guinea,GIN,1981,179957
Guinea,GIN,1982,183042
Guinea,GIN,1983,186956
Guinea,GIN,1984,191361
Guinea,GIN,1985,195975
Guinea,GIN,1986,200611
Guinea,GIN,1987,205321
Guinea,GIN,1988,210807
Guinea,GIN,1989,217754
Guinea,GIN,1990,226631
Guinea,GIN,1991,237692
Guinea,GIN,1992,250611
Guinea,GIN,1993,264290
Guinea,GIN,1994,277165
Guinea,GIN,1995,288042
Guinea,GIN,1996,296452
Guinea,GIN,1997,300146
Guinea,GIN,1998,303460
Guinea,GIN,1999,306788
Guinea,GIN,2000,310531
Guinea,GIN,2001,314693
Guinea,GIN,2002,319362
Guinea,GIN,2003,324736
Guinea,GIN,2004,330940
Guinea,GIN,2005,338390
Guinea,GIN,2006,347151
Guinea,GIN,2007,357244
Guinea,GIN,2008,368076
Guinea,GIN,2009,379292
Guinea,GIN,2010,390739
Guinea,GIN,2011,402527
Guinea,GIN,2012,414557
Guinea-Bissau,GNB,1980,35481
Guinea-Bissau,GNB,1981,35785
Guinea-Bissau,GNB,1982,36138
Guinea-Bissau,GNB,1983,36555
Guinea-Bissau,GNB,1984,36996
Guinea-Bissau,GNB,1985,37466
Guinea-Bissau,GNB,1986,37959
Guinea-Bissau,GNB,1987,38457
Guinea-Bissau,GNB,1988,38987
Guinea-Bissau,GNB,1989,39583
Guinea-Bissau,GNB,1990,40232
Guinea-Bissau,GNB,1991,40954
Guinea-Bissau,GNB,1992,41777
Guinea-Bissau,GNB,1993,42683
Guinea-Bissau,GNB,1994,43612
Guinea-Bissau,GNB,1995,44535
Guinea-Bissau,GNB,1996,45416
Guinea-Bissau,GNB,1997,45395
Guinea-Bissau,GNB,1998,45685
Guinea-Bissau,GNB,1999,46220
Guinea-Bissau,GNB,2000,46973
Guinea-Bissau,GNB,2001,47939
Guinea-Bissau,GNB,2002,49080
Guinea-Bissau,GNB,2003,50372
Guinea-Bissau,GNB,2004,51749
Guinea-Bissau,GNB,2005,53140
Guinea-Bissau,GNB,2006,54524
Guinea-Bissau,GNB,2007,55929
Guinea-Bissau,GNB,2008,57363
Guinea-Bissau,GNB,2009,58869
Guinea-Bissau,GNB,2010,60482
Guinea-Bissau,GNB,2011,62197
Guinea-Bissau,GNB,2012,64048
Guyana,GUY,1980,51802
Guyana,GUY,1981,52757
Guyana,GUY,1982,53302
Guyana,GUY,1983,53633
Guyana,GUY,1984,53867
Guyana,GUY,1985,54188
Guyana,GUY,1986,54546
Guyana,GUY,1987,55021
Guyana,GUY,1988,55415
Guyana,GUY,1989,55613
Guyana,GUY,1990,55732
Guyana,GUY,1991,56009
Guyana,GUY,1992,56641
Guyana,GUY,1993,57497
Guyana,GUY,1994,58689
Guyana,GUY,1995,60130
Guyana,GUY,1996,62019
Guyana,GUY,1997,64082
Guyana,GUY,1998,66046
Guyana,GUY,1999,67810
Guyana,GUY,2000,69188
Guyana,GUY,2001,70123
Guyana,GUY,2002,70592
Guyana,GUY,2003,70678
Guyana,GUY,2004,70655
Guyana,GUY,2005,70642
Guyana,GUY,2006,70764
Guyana,GUY,2007,71253
Guyana,GUY,2008,71917
Guyana,GUY,2009,72800
Guyana,GUY,2010,73851
Guyana,GUY,2011,75376
Guyana,GUY,2012,77164
Haiti,HTI,1980,335472
Haiti,HTI,1981,342345
Haiti,HTI,1982,348350
Haiti,HTI,1983,354117
Haiti,HTI,1984,359942
Haiti,HTI,1985,365827
Haiti,HTI,1986,371723
Haiti,HTI,1987,377520
Haiti,HTI,1988,383610
Haiti,HTI,1989,389424
Haiti,HTI,1990,395369
Haiti,HTI,1991,401613
Haiti,HTI,1992,408623
Haiti,HTI,1993,415914
Haiti,HTI,1994,422928
Haiti,HTI,1995,431049
Haiti,HTI,1996,439627
Haiti,HTI,1997,446498
Haiti,HTI,1998,452984
Haiti,HTI,1999,459351
Haiti,HTI,2000,466078
Haiti,HTI,2001,470558
Haiti,HTI,2002,473295
Haiti,HTI,2003,474596
Haiti,HTI,2004,474540
Haiti,HTI,2005,473816
Haiti,HTI,2006,472628
Haiti,HTI,2007,469608
Haiti,HTI,2008,466866
Haiti,HTI,2009,464671
Haiti,HTI,2010,463278
Haiti,HTI,2011,464191
Haiti,HTI,2012,467615
Honduras,HND,1980,307875
Honduras,HND,1981,313825
Honduras,HND,1982,321380
Honduras,HND,1983,330602
Honduras,HND,1984,340651
Honduras,HND,1985,350995
Honduras,HND,1986,362871
Honduras,HND,1987,374317
Honduras,HND,1988,384773
Honduras,HND,1989,393982
Honduras,HND,1990,403617
Honduras,HND,1991,412474
Honduras,HND,1992,419441
Honduras,HND,1993,425050
Honduras,HND,1994,431258
Honduras,HND,1995,436621
Honduras,HND,1996,442529
Honduras,HND,1997,447250
Honduras,HND,1998,453027
Honduras,HND,1999,460483
Honduras,HND,2000,466577
Honduras,HND,2001,472673
Honduras,HND,2002,473942
Honduras,HND,2003,476364
Honduras,HND,2004,483309
Honduras,HND,2005,490873
Honduras,HND,2006,498975
Honduras,HND,2007,507876
Honduras,HND,2008,518247
Honduras,HND,2009,531434
Honduras,HND,2010,545677
Honduras,HND,2011,560704
Honduras,HND,2012,576585
Hungary,HUN,1980,2796154
Hungary,HUN,1981,2737314
Hungary,HUN,1982,2683366
Hungary,HUN,1983,2639036
Hungary,HUN,1984,2593847
Hungary,HUN,1985,2555282
Hungary,HUN,1986,2516524
Hungary,HUN,1987,2471565
Hungary,HUN,1988,2434159
Hungary,HUN,1989,2398280
Hungary,HUN,1990,2383249
Hungary,HUN,1991,2408814
Hungary,HUN,1992,2437951
Hungary,HUN,1993,2460857
Hungary,HUN,1994,2471245
Hungary,HUN,1995,2476377
Hungary,HUN,1996,2473331
Hungary,HUN,1997,2534605
Hungary,HUN,1998,2575397
Hungary,HUN,1999,2597224
Hungary,HUN,2000,2603128
Hungary,HUN,2001,2627021
Hungary,HUN,2002,2641097
Hungary,HUN,2003,2647778
Hungary,HUN,2004,2663229
Hungary,HUN,2005,2673565
Hungary,HUN,2006,2641879
Hungary,HUN,2007,2602782
Hungary,HUN,2008,2551391
Hungary,HUN,2009,2507239
Hungary,HUN,2010,2426565
Hungary,HUN,2011,2343867
Hungary,HUN,2012,2275537
Iceland,ISL,1980,61226
Iceland,ISL,1981,60991
Iceland,ISL,1982,61082
Iceland,ISL,1983,62047
Iceland,ISL,1984,62595
Iceland,ISL,1985,62958
Iceland,ISL,1986,62966
Iceland,ISL,1987,62561
Iceland,ISL,1988,62541
Iceland,ISL,1989,62157
Iceland,ISL,1990,61108
Iceland,ISL,1991,60233
Iceland,ISL,1992,59576
Iceland,ISL,1993,58657
Iceland,ISL,1994,58033
Iceland,ISL,1995,57663
Iceland,ISL,1996,57313
Iceland,ISL,1997,56444
Iceland,ISL,1998,55214
Iceland,ISL,1999,54028
Iceland,ISL,2000,52844
Iceland,ISL,2001,51860
Iceland,ISL,2002,50847
Iceland,ISL,2003,49845
Iceland,ISL,2004,48804
Iceland,ISL,2005,47987
Iceland,ISL,2006,47436
Iceland,ISL,2007,46406
Iceland,ISL,2008,44348
Iceland,ISL,2009,41448
Iceland,ISL,2010,38786
Iceland,ISL,2011,37150
Iceland,ISL,2012,36513
India,IND,1980,74536824
India,IND,1981,76586322
India,IND,1982,78646105
India,IND,1983,80717558
India,IND,1984,82795687
India,IND,1985,84846006
India,IND,1986,86886588
India,IND,1987,88876631
India,IND,1988,90788016
India,IND,1989,92644635
India,IND,1990,94432593
India,IND,1991,96179348
India,IND,1992,97910833
India,IND,1993,99639320
India,IND,1994,101118156
India,IND,1995,102594850
India,IND,1996,104168720
India,IND,1997,105391127
India,IND,1998,106896776
India,IND,1999,108494202
India,IND,2000,110164421
India,IND,2001,111820102
India,IND,2002,113285889
India,IND,2003,114451092
India,IND,2004,115012540
India,IND,2005,114865503
India,IND,2006,113829672
India,IND,2007,110917232
India,IND,2008,107891122
India,IND,2009,105587572
India,IND,2010,106101619
India,IND,2011,107702210
India,IND,2012,110190326
Indonesia,IDN,1980,23578866
Indonesia,IDN,1981,24387207
Indonesia,IDN,1982,25223551
Indonesia,IDN,1983,26098739
Indonesia,IDN,1984,27013293
Indonesia,IDN,1985,27962315
Indonesia,IDN,1986,28941398
Indonesia,IDN,1987,29937326
Indonesia,IDN,1988,30938905
Indonesia,IDN,1989,31939855
Indonesia,IDN,1990,32913046
Indonesia,IDN,1991,33818669
Indonesia,IDN,1992,34631198
Indonesia,IDN,1993,35354728
Indonesia,IDN,1994,35351136
Indonesia,IDN,1995,35483642
Indonesia,IDN,1996,36287703
Indonesia,IDN,1997,37255375
Indonesia,IDN,1998,38283752
Indonesia,IDN,1999,39357906
Indonesia,IDN,2000,40437450
Indonesia,IDN,2001,41465286
Indonesia,IDN,2002,42422017
Indonesia,IDN,2003,43310582
Indonesia,IDN,2004,44133173
Indonesia,IDN,2005,44830844
Indonesia,IDN,2006,45525517
Indonesia,IDN,2007,46344889
Indonesia,IDN,2008,47372684
Indonesia,IDN,2009,48552921
Indonesia,IDN,2010,49908122
Indonesia,IDN,2011,51336886
Indonesia,IDN,2012,52712875
Iran,IRN,1980,2749158
Iran,IRN,1981,2829864
Iran,IRN,1982,2908128
Iran,IRN,1983,2988414
Iran,IRN,1984,3074400
Iran,IRN,1985,3167968
Iran,IRN,1986,3273498
Iran,IRN,1987,3387179
Iran,IRN,1988,3508636
Iran,IRN,1989,3624193
Iran,IRN,1990,3727357
Iran,IRN,1991,3819144
Iran,IRN,1992,3903729
Iran,IRN,1993,3987070
Iran,IRN,1994,4080164
Iran,IRN,1995,4193655
Iran,IRN,1996,4328170
Iran,IRN,1997,4447984
Iran,IRN,1998,4591270
Iran,IRN,1999,4761409
Iran,IRN,2000,4952317
Iran,IRN,2001,5165893
Iran,IRN,2002,5392688
Iran,IRN,2003,5620175
Iran,IRN,2004,5833190
Iran,IRN,2005,6021550
Iran,IRN,2006,6156916
Iran,IRN,2007,6281544
Iran,IRN,2008,6405391
Iran,IRN,2009,6535318
Iran,IRN,2010,6700447
Iran,IRN,2011,6885356
Iran,IRN,2012,7083248
Iraq,IRQ,1980,1295012
Iraq,IRQ,1981,1328329
Iraq,IRQ,1982,1359684
Iraq,IRQ,1983,1389441
Iraq,IRQ,1984,1417838
Iraq,IRQ,1985,1444950
Iraq,IRQ,1986,1471237
Iraq,IRQ,1987,1498230
Iraq,IRQ,1988,1529116
Iraq,IRQ,1989,1565433
Iraq,IRQ,1990,1610652
Iraq,IRQ,1991,1661960
Iraq,IRQ,1992,1722332
Iraq,IRQ,1993,1791000
Iraq,IRQ,1994,1865073
Iraq,IRQ,1995,1942833
Iraq,IRQ,1996,2026502
Iraq,IRQ,1997,2098730
Iraq,IRQ,1998,2176590
Iraq,IRQ,1999,2256602
Iraq,IRQ,2000,2334450
Iraq,IRQ,2001,2411113
Iraq,IRQ,2002,2482521
Iraq,IRQ,2003,2542699
Iraq,IRQ,2004,2574838
Iraq,IRQ,2005,2605820
Iraq,IRQ,2006,2640375
Iraq,IRQ,2007,2704780
Iraq,IRQ,2008,2779267
Iraq,IRQ,2009,2866243
Iraq,IRQ,2010,2967864
Iraq,IRQ,2011,3085341
Iraq,IRQ,2012,3216218
Ireland,IRL,1980,808287
Ireland,IRL,1981,823828
Ireland,IRL,1982,836863
Ireland,IRL,1983,847825
Ireland,IRL,1984,855070
Ireland,IRL,1985,856344
Ireland,IRL,1986,851334
Ireland,IRL,1987,841643
Ireland,IRL,1988,832733
Ireland,IRL,1989,825052
Ireland,IRL,1990,817899
